answer,ideal_answer,question,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score,bert score
attributed to Ancient Greek mathematician and inventor Archimedes,Greek,"What is the origin of the word ""eureka""?",1.661295735445513e-234,0.0684931506849315,0.2222222222222222,0.48225233,32,1.8340080864093424,-0.7914361953735352,0.2222222222222222,0.36065534055233
"1971 - The Hatchet is an American Southern hard rock band that formed in Jacksonville, Florida, in 1971 The band was founded by guitarist Dave Hlubek in 1971 The band is best known for their 1979 hit song ""Flirtin' with Disaster""",1971,When was The Hatchet formed?,5.215027920426559e-251,0.012048192771084336,0.04878048780487806,0.2710861,31,1.9010932095910316,-0.7867438793182373,0.05405405405405406,0.3193946972489357
"1680s and 1850s, they contested power with their rivals, the Tories",1680,When was the Whig party founded?,0.0,0.04237288135593221,0.16666666666666669,0.18042701,32,2.0,-0.7569804787635803,0.0,0.20814727346102396
Europe and Asia of about 32 million square kilometres,Europe and Asia,Where can you find a Eurasian eagle-owl?,1.6529021479918435e-78,0.35052910052910047,0.5,0.73490256,21,3.63424118566428,-0.8327032327651978,0.5,0.5906542208459642
"South Africa, which accounts for 80% of the world production",South Africa,Where is platinum most abundant?,1.0050780909589607e-156,0.17045454545454544,0.33333333333333337,0.6347751,23,2.880793502376654,-0.8214337229728699,0.3636363636363636,0.3482997491955757
"His preferred method of attack is by summoning hooks and chains to mutilate victims, often pulling said victims in several directions to tear them apart","summoning hooks and chains to mutilate victims, often pulling said victims in several directions to tear them apart",What are pinheads powers?,0.6918258252705171,0.7509333975671444,0.8372093023255813,0.8036047,14,17.288798485507495,-0.3502556085586548,0.8372093023255813,0.6818111281970451
"The Rite of Christian Initiation of Adults (RCIA), or Ordo Initiationis Christianae Adultorum (OICA)","The Rite of Christian Initiation of Adults (RCIA), or Ordo Initiationis Christianae Adultorum (OICA) is a process developed by the Catholic Church for prospective converts to Catholicism who are above the age of infant baptism. Candidates are gradually introduced to aspects of Catholic beliefs and practices.  The basic process applies to adults and older children, with younger children initiated through an adapted version sometimes incorrectly referred to as the Rite of Christian Initiation of Children (RCIC)",How do you join the Catholic Church?,0.20669504407307038,0.6854069435312631,0.3111111111111111,0.9197737,31,48.26591655796594,-0.22758369147777557,0.3170731707317073,0.8364637112617492
"lunar calendarssvg arrangement of twelve pits and an arc found in Warren Field, Aberdeenshire, Scotland, dated to roughly 10,000 years ago, has been described as a lunar calendar and was dubbed the ""world's oldest known calendar"" in 2013",lunar calendar,What is the oldest type of calendar?,6.860264411129687e-164,0.02457002457002457,0.09523809523809523,0.57429695,17,2.905489519483479,-0.8930710554122925,0.1081081081081081,0.28790562607061404
66-member NYCB Orchestra is an important symphonic institution in its own right,66,How many members are in the New York City Ballet?,0.0,0.0,0.14285714285714288,0.24210632,32,2.0,-0.6995031833648682,0.0,0.24828349749247233
Christian Restorationist minister Charles Taze Russell Bible Student missionaries were sent to England in 1881 and the first overseas branch was opened in London in 1900,minister Charles Taze Russell,Who established the Jehovah's Witnesses?,0.004086771438464067,0.1667542016806723,0.2666666666666667,0.48894858,21,4.831264020091605,-0.9870903491973877,0.2758620689655173,0.4134442870106016
"won (/wn/; Korean: , Korean pronunciation:; symbol: ; code: KPW) or Korean People's won",The won,What is the currency in North Korea?,4.218506908361334e-236,0.023923444976076555,0.13333333333333336,0.4066141,33,2.831166172306494,-1.1607096195220947,0.15384615384615385,0.26582509172814234
"Emily Erin Deschanel (/denl/; born October 11, 1976)",Emily Erin Deschanel,Who plays Bones?,6.08068718514316e-79,0.2652652652652652,0.5454545454545454,0.84068024,17,3.5909384820520813,-0.7780835628509521,0.5454545454545454,0.4407012480146745
"Archimedes showed that this ratio (C/d, since he did not use the name ) was greater than 310/71 but less than 31/7 by calculating the perimeters of an inscribed and a circumscribed regular polygon of 96 sides",Archimedes,Who developed the formula for a circle's circumference?,5.718972539669973e-248,0.014204545454545454,0.05,0.4287113,28,1.962881355317188,-0.8174048662185669,0.06060606060606061,0.26194884766031196
1959 to 1960 by J D Booker Constructions (Gold Coast) Pty Ltd,1959,When did John M. Morton design Kinkabool?,4.117940420322104e-237,0.03937007874015748,0.15384615384615385,0.500027,26,1.8877486253633868,-0.7454748153686523,0.15384615384615385,0.2503492827216784
USS Langley (CV-1/AV-3),USS Langley (CV-1/AV-3),What was the first U.S. aircraft carrier?,1.0,0.996,1.0,1.0,0,3.0000000000000004,0.9159525632858276,1.0,1.0000000216744163
"1,018,000 soldiers; the combined-component strength of the US Army was 1,018,000 soldiers","10,18,000",How many soldiers are in the US Army?,0.0,0.0,0.1,0.37872368,31,2.0,-1.1940243244171143,0.18181818181818182,0.39578715324401853
"Connie Francis Sings Italian Favorites, the album",Connie Francis Sings Italian Favorites,What was Connie Francis' first album?,0.5488116360940264,0.6467532467532467,0.8333333333333333,0.96836776,8,5.40635829254627,0.04349862039089203,0.9090909090909091,0.5714737735688686
"Dallas, Texas on April 18, 1962","Dallas, Texas",Where was Jeffrey Dunham born?,2.306810775188903e-78,0.2,0.5,0.58292675,17,2.6207413942088964,-0.6290590763092041,0.5,0.5357368290424347
1837 to 1875 by EC Close and James Sherwood,1837,When was St. James' Anglican Church in Morpeth constructed?,6.111565467761957e-235,0.06097560975609756,0.19999999999999998,0.5661607,27,1.8517494245745807,-0.7709945440292358,0.19999999999999998,0.20326346490118238
"Spain's Peninsular War In 1808, King Ferdinand VII of Spain abdicated in favor of Napoleon, who granted the throne to his brother, Joseph Bonaparte",Spain's Peninsular War,What started the May Revolution?,0.0024787521766663585,0.146484375,0.2758620689655173,0.68530446,22,3.8587145198412376,-1.041346549987793,0.23076923076923078,0.40077081819375354
"2003 Columbia re-entry disaster, that the space shuttle system should never have been declared operational",2003,When did Columbia tear apart in reentry?,5.573026331357879e-238,0.034482758620689655,0.11764705882352941,0.28293857,27,1.9096832078208332,-0.7164014577865601,0.13333333333333333,0.23764151500331032
"1400 BC The earliest form of musical notation can be found in a cuneiform tablet that was created at Nippur, in Sumer (today's Iraq), in about 1400 BC",1400 BC,When was written music first developed?,2.7676281944231987e-161,0.06270903010033445,0.12903225806451613,0.51399565,26,2.831166172306494,-0.8072198629379272,0.14285714285714288,0.2904536095567239
"Washington, DC, and was raised in Clinton, Maryland","Washington, D.C",Where was Laura Wright born?,7.875412010252811e-156,0.09803921568627451,0.18181818181818182,0.6463667,27,2.851739474862422,-1.0017924308776855,0.4,0.44939581643451343
"July 15, 1968, to January 13, 2012, and then on the internet as a web series on Hulu and iTunes via The Online Network from April 29 to August 19, 2013","July 15, 1968",When did One Life to Live first air?,0.00033546262790251185,0.09622713414634146,0.17647058823529413,0.5514407,22,3.926444179625742,-1.0133686065673828,0.19354838709677416,0.33624111941537344
landowners who could live entirely from rental income,"a largely historical British social class consisting in theory of landowners who could live entirely from rental income, or at least had a country estate",What are landed gentry?,0.2615858282579583,0.8155293367346939,0.48484848484848486,0.65550613,18,25.12286566244196,-0.13532064855098724,0.5161290322580645,0.5132546946406364
"supereon, composed of eons",supereon,What is the largest unit of time?,3.3368016834625063e-233,0.10869565217391304,0.4,0.7387491,14,2.0,-0.6394832730293274,0.4,0.47156108702932087
16th century 1519 1519,"13,000 years ago",When was Mexico settled?,0.0,0.0,0.0,0.3614634,32,4.0,-0.5698120594024658,0.0,0.5823476711908976
"class B drug On 26 January 2009, cannabis was reclassified as a class B drug",class B,What class of drug is Cannabis?,1.3602252811484492e-157,0.12842465753424656,0.23529411764705882,0.5026363,18,2.6925488149043897,-0.969193696975708,0.25,0.34982696350883036
1991 The answer: 1991,1991,When did the computer game Civilization first come out?,3.3368016834625063e-233,0.10869565217391304,0.4,0.8808424,19,1.4142135623730951,-0.5759055018424988,0.5,0.37377493381500243
"150,000 children were placed in residential schools nationally","around 150,000",How many children were taken for the Residential Schools?,7.6272394159932085e-233,0.06756756756756756,0.3333333333333333,0.28427368,31,2.851739474862422,-0.9951775074005127,0.2,0.538444122672081
737 million in 2010 according to the United Nations,737 million,How many people live in Europe?,4.5044474950870215e-156,0.2259036144578313,0.3636363636363636,0.7661491,19,2.7415101859217357,-0.78520667552948,0.4,0.428112934033076
"Viacom Media Networks, formerly known as MTV Networks",Viacom Media Networks,Who owns MTV?,1.6529021479918435e-78,0.3042328042328042,0.5454545454545454,0.7901207,12,3.590938482052081,-0.7227267026901245,0.5454545454545454,0.5072793215513229
"100 years ago However, the discovery of several specimens of juvenile and neonate-sized mosasaurs unearthed more than a century ago indicate that mosasaurs gave birth to live young, and that they spent their early years of life out in the open ocean, not in sheltered nurseries or areas such as shallow water as previously believed",100 years ago,When were the first mososaur fossils discovered?,1.3328172540927817e-85,0.02857142857142857,0.10169491525423728,0.1862788,24,3.8967444395577244,-0.9594733715057373,0.1090909090909091,0.4001493449596798
"1637) In that work, he used letters from the beginning of the alphabet (a, b, c,) for known quantities, and letters from the end of the alphabet (z, y, x,) for unknowns",1637,When was algebra first developed?,1.4175915631002076e-250,0.012315270935960592,0.06060606060606061,0.4003151,36,2.0,-0.8257871270179749,0.07142857142857142,0.1908801305999464
"11th century, when the sources are common enough that they are possible to be contrasted with each other",14th century,When was Sweden founded?,3.1170784199608393e-235,0.02890173410404624,0.09999999999999999,0.43720555,27,3.0000000000000018,-1.1006944179534912,0.10526315789473684,0.3589509176580529
"350,000 years ago Sustained archaic admixture is known to have taken place both in Africa and (following the recent Out-Of-Africa expansion) in Eurasia, between about 100,000 and 30,000 years ago","roughly 350,000",How long has the species homo sapiens existed?,2.842407596381456e-238,0.016722408026755852,0.10526315789473684,0.20076486,27,2.9597262621747435,-0.9807100296020508,0.06451612903225806,0.30963375657162767
"13,000–12,700 BC in the Near East","13,000–12,700 BC",When was the pig first domesticated?,2.018753310664318e-155,0.33482142857142855,0.7142857142857143,0.88958675,21,2.6207413942088964,-0.23361937701702118,0.5714285714285715,0.6757381608088812
"Indo-Pacific distribution It is perhaps most common in Australia, but can occur at tropical and subtropical latitudes from the Red Sea and the east African coast across the Indian Ocean, and across the Pacific Ocean to the west coast of Central America","most common in Australia, but can occur at tropical and subtropical latitudes from the Red Sea and the east African coast across the Indian Ocean, and across the Pacific Ocean to the west coast of Central America. It occurs where coral reefs or hard coral communities occur in this region",Where do Crown of Thorns live?,0.7326256248189135,0.8893652561247218,0.8172043010752689,0.837173,18,34.64964143723702,0.37440207600593567,0.8048780487804879,0.7310696466171995
"505,526 within its administrative limits",About 3 million people,What is the population of Lisbon?,0.0,0.0,0.0,0.22357957,33,4.999999999999999,-1.2780953645706177,0.0,0.40133891999721527
US$830 million in 2018,US$830 million,How much is the Mona Lisa painting worth?,0.6065306597126334,0.6842672413793103,0.7499999999999999,0.90020335,15,2.449489742783178,-0.06844462454319,0.6666666666666666,0.7674973862511771
"Wicca, one form of paganism",Wicca,What is the fastest growing religion in USA?,1.2275407386121148e-233,0.0909090909090909,0.33333333333333337,0.8413407,27,2.0,-0.766268789768219,0.33333333333333337,0.5221783444285393
Typhoon Winnie in 1997,Typhoon Tip,What was  the biggest typhoon?,5.635809992474887e-232,0.13157894736842105,0.3333333333333333,0.5213513,25,2.7108060108295344,-0.9580098390579224,0.3333333333333333,0.6555213779211044
"a statement that, despite apparently valid reasoning from true premises, leads to an apparently-self-contradictory or logically unacceptable conclusion","a statement that, despite apparently valid reasoning from true premises, leads to an apparently-self-contradictory or logically unacceptable conclusion",What does a paradox mean?,1.0,0.9999375,1.0,1.0000001,0,17.999999999999975,0.8798903226852417,1.0,1.000000011920929
02square miles (05km2) of it,3.1square miles,How large is Lake Sherwood?,1.2575191861870427e-232,0.07692307692307691,0.25,0.7520816,8,2.766323734445183,-0.937199592590332,0.28571428571428575,0.6315899789333344
Guangzhou Boji Hospital under the Christian missionary John G Kerr,Guangzhou Boji Hospital,Where did Sun Yat-sen study medicine?,1.184356142350827e-78,0.31660692951015534,0.4615384615384615,0.7027356,21,3.6692590185696075,-0.7732876539230347,0.5,0.5884777361696417
"2008, she was the eighteenth actress to be cast in The CW series 90210",2008,When was Naomi Clark cast as AnnaLynne McCord?,1.51490562060539e-237,0.036764705882352935,0.13333333333333333,0.12759477,32,2.0,-0.7156225442886353,0.15384615384615385,0.18841246055329547
May/June of most years since its inaugural race in 1907,May/June,When is the next Isle of Man TT Festival?,2.2483192889629532e-235,0.054945054945054944,0.3076923076923077,0.36709994,16,1.8660659830736148,-0.8901267051696777,0.18181818181818182,0.44252249598503113
"a phrase, quotation, or poem that is set at the beginning of a document or component","phrase, quotation, or poem that is set at the beginning of a document or component",What's an epigraph in writing?,0.9428731438548749,0.9496240165471381,0.967741935483871,0.9955965,3,13.755060648070062,0.866326093673706,1.0,0.9290283353705155
"more than 169,000 Israeli citizens (about 20% of the population)",2.00%,What is the Christian population of Israel?,6.26081936965949e-234,0.04201680672268908,0.0,0.2529943,30,2.0,-1.2251732349395752,0.0,0.4990546226501465
"Levi's Stadium is a football stadium located in Santa Clara, California, in the San Francisco Bay Area",Levi's Stadium,What is the name of the home stadium of the San Francisco 49ers?,4.22507131430009e-80,0.13964784456587734,0.2857142857142857,0.6437466,24,2.8602542264363873,-0.9444683790206909,0.23529411764705882,0.49006816886720206
"Arizona, Utah and New Mexico The Navajo language is spoken throughout the region, with most Navajos speaking English, as well","Four Corners region and covers more than 27,000 square miles of land in Arizona, Utah and New Mexico",Where is the most Navajo at?,0.210006701092442,0.2808379989163807,0.3076923076923077,0.55161715,23,18.106388192593993,-0.6845099329948425,0.3333333333333333,0.5149991897245249
around 1620 in England He invented a mercury thermostat to regulate the temperature of a chicken incubator,Cornelis Drebbel,When were thermostats invented?,0.0,0.0,0.0,-0.036288053,39,3.0000000000000013,-1.3956915140151978,0.0,0.4150824357162822
14 territories under the jurisdiction and sovereignty of the United Kingdom,14,How many remaining British colonies or territories are there?,8.271104435986657e-236,0.05,0.16666666666666669,0.34065995,29,1.8778618213234126,-0.8288589715957642,0.19999999999999998,0.25608010590076447
Quito (/kito/; Spanish pronunciation:; Quechua: Kitu; formally San Francisco de Quito),Quito,What is the capital of Ecuador?,7.542270970394192e-239,0.03067484662576687,0.16666666666666669,0.6982347,26,1.8778618213234126,-0.8728319406509399,0.16666666666666669,0.2791854065656662
"7 seasons, which would allow for a symmetry in the title lengths: 1–2–3–4–3–2–1 to count words in each season's titles, respectively",seven seasons,How many episodes of The Good Wife are there?,1.5519019640258361e-236,0.08259911894273128,0.06666666666666667,0.62558365,22,3.0000000000000018,-1.2667099237442017,0.09523809523809525,0.3715452065593318
1769-08-08 yes 1769-08-08 yes,1769,When was the car first invented?,0.0,0.0,0.2222222222222222,0.6798613,24,2.0,-0.6633059978485107,0.0,0.2450226272145907
1984-June-3-85-KWHB,"June 3, 1985",When was the TV station KWHB established?,0.0,0.0,0.5,0.51382405,20,4.0,-0.646885871887207,0.0,0.40035818923603406
"48 countries, three of them (Russia, Kazakhstan and Turkey) having part of their land in Europe",48,How many countries are in Asia?,1.0207353780255796e-239,0.027624309392265196,0.11764705882352941,0.081852496,32,1.9152065613971474,-0.7985799312591553,0.11764705882352941,0.15785264521837233
1997 to 2001 under President Bill Clinton,1997,When was Madeleine Albright named Secretary of State?,4.515870009358044e-234,0.078125,0.25,0.57892203,27,1.8114473285278132,-0.8093485832214355,0.25,0.32268692340169636
Douglas Fairbanks starring Douglas Fairbanks,Douglas Fairbanks,Who was the first actor to play Zoro?,3.3283615235885645e-155,0.39893617021276595,0.5714285714285715,0.8046549,7,2.168943542395397,-0.25601017475128174,0.5714285714285715,0.5602590322494507
1952 and published in 1953 by the American Psychological Association (APA),1952,When was the code of ethics for psychology written?,1.119372261523858e-236,0.04237288135593221,0.16666666666666669,0.5618321,24,1.8778618213234126,-0.6565148234367371,0.18181818181818182,0.2458552441426686
Mercury (04AU from the Sun) is the closest planet to the Sun and the smallest planet in the Solar System (0055M),Mercury,Which is the smallest planet?,6.877660877227823e-242,0.022123893805309734,0.0909090909090909,0.51197755,26,1.9350635570477832,-0.7938109040260315,0.11764705882352941,0.1928482989647559
20 February 1547 he was created a Knight of the Bath,20 February 1547,When was Walter Devereux made a knight?,8.486282588647554e-79,0.2886710239651416,0.42857142857142855,0.59379053,21,3.6981607966873584,-0.7956525087356567,0.5,0.43070294335484505
"early-1930s, Ukrainian culture enjoyed a widespread revival due to Bolshevik policies",Until the early-1930s,When was Ukrainization policy first implemented in the Ukraine?,6.891988818303256e-233,0.04504504504504504,0.25,0.39006764,22,4.0,-1.2575349807739258,0.16666666666666669,0.38408999357904705
"1999 - The Marlboro Man is a figure used in tobacco advertising campaigns for Marlboro cigarettes In the United States, where the campaign originated, it was used from 1954 to 1999",1999,When was the Marlboro Man retired from Marlboro's ads?,2.3071981916971406e-245,0.016778523489932886,0.06451612903225806,0.28910714,32,1.9125319789925097,-0.7336728572845459,0.07407407407407407,0.2915026912012616
post-war era The bulk of their work was published and popularized throughout the 1950s,1950s,When was the Beat Generation?,4.117940420322104e-237,0.03937007874015748,0.125,0.48123842,32,1.9033903060212392,-0.6926746368408203,0.15384615384615385,0.2892890674993396
"Japanese superhero team metaseries of TV series produced by Toei Company, Toei Agency and Bandai",Japan,Where is the Super Sentai Series from?,0.0,0.0,0.0,0.3501445,28,2.0,-0.7346975803375244,0.0,0.619951191402617
Netherlands,Netherlands,What country are the Dutch from?,1.821831989445342e-231,0.5,1.0,1.0,0,1.0,0.8550125360488892,1.0,1.0
"1963 to 1964, and on BBC1 (later BBC One) from 1964 to 1989 and since 2005",1963,When did Doctor Who first premier?,2.7746464297522072e-239,0.02906976744186046,0.11764705882352941,0.47528827,24,1.9152065613971474,-0.6764270067214966,0.11764705882352941,0.19273999510332943
"Vincent Kennedy McMahon (/mkmn/; born August 24, 1945)",Vincent Kennedy McMahon,Who is the CEO of the WWE?,6.08068718514316e-79,0.2652652652652652,0.5454545454545454,0.817216,13,3.5909384820520813,-0.9207680225372314,0.5454545454545454,0.33231171406805515
"the vice president has succeeded to the presidency intra-term on nine occasions, eight times due to the incumbent's death, and once due to resignation","The line of succession follows the order of Vice President, Speaker of the House of Representatives, President pro tempore of the Senate, and then the eligible heads of federal executive departments who form the president's Cabinet. The Presidential Succession Act refers specifically to officers beyond the vice president acting as president rather than becoming president when filling a vacancy",What happens when the president and VP of the USA die?,1.2783164224181485e-78,0.24034111473036557,0.20930232558139533,0.51533103,33,45.526585279048795,-0.9288533926010132,0.11267605633802817,0.5608726580937703
Isaac Newton and Gottfried Wilhelm Leibniz,Isaac Newton and Gottfried Wilhelm Leibniz,Who is the father of calculus?,1.0,0.9976851851851852,1.0,1.0,0,6.0,0.8968071341514587,1.0,0.9999999776482582
"November 10, 1983 Microsoft introduced Windows as a graphical user interface for MS-DOS, which had been introduced a couple of years earlier","November 10, 1983",When was Microsoft Windows first released?,0.006737946999085467,0.14346590909090906,0.23076923076923078,0.27382487,15,3.846120537210116,-1.113137125968933,0.2608695652173913,0.3296760744773425
second-largest county in New York by total area,"2,373 square miles (6,150km",How large is Suffolk County in New York?,0.0,0.0,0.0,0.16628513,28,4.999999999999999,-1.0701959133148193,0.0,0.4482880860567093
"1933 He noted ""people deny the presence of intelligent beings on the planets of the universe"" because ""(i) if such beings exist they would have visited Earth, and (ii) if such civilizations existed then they would have given us some sign of their existence""",1933,When was the Fermi paradox created?,4.755489910500251e-254,0.010460251046025104,0.044444444444444446,0.4025032,30,1.9687401798117115,-0.8041470050811768,0.047619047619047616,0.2565065805079802
"Saint Mary's Episcopal Church, is founded",Saint Mary's Episcopal Church,What is the oldest building in Briarcliff Manor?,0.5488116360940264,0.6467532467532467,0.8333333333333333,0.9079954,10,4.472135954999579,-0.38098984956741333,0.8,0.6267493267854055
"Boston, Massachusetts in the United States As a result, she holds dual Canadian–American citizenship","Montreal, Quebec",Where was Melissa Gaboriau Auf der Maur born?,1.8167085284303287e-233,0.034013605442176874,0.0,0.19045076,30,3.000000000000001,-1.0512185096740723,0.0,0.4772217637962765
"May 26, 1971 a month later received its first radio airplay on New York's WNEW-FM and WPLJ-FM to mark the closing of Fillmore East, the famous New York concert hall","May 26, 1971",When was the song American Pie first recorded?,0.000710174388842549,0.10485880398671098,0.16666666666666669,0.39434993,35,3.886566631452294,-1.103463053703308,0.19999999999999998,0.2908718443887178
between 25 and 30years,25 and 30years,What is the life expectancy of a horse?,8.751273976943354e-78,0.754985754985755,0.8571428571428571,0.86830854,15,3.2237097954706257,0.14656952023506165,0.8571428571428571,0.6577909390131632
1902 but existed as early as 1902,early 20th century,When was the game Monopoly first released?,3.648956622645728e-232,0.07575757575757576,0.2,0.53925216,26,3.83894243915481,-1.0073285102844238,0.2,0.4917500061648233
Battle of Camlann (Welsh: Gwaith Camlan or Brwydr Camlan),Battle of Camlann,How did King Arthur die?,6.08068718514316e-79,0.2652652652652652,0.5,0.8139124,18,3.63424118566428,-0.8279379606246948,0.5,0.4357690393924713
"February 19, 2006 at 7:30am on TV Asahi","February 19, 2006 at 7:30a.m",When was the Japanese Super Sentai series GoGo Sentai Boukenger first introduced?,0.4608636396914616,0.5724137931034483,0.6250000000000001,0.67394114,12,5.477225575051659,-0.401065468788147,0.7692307692307693,0.6797003199656805
"Edward Gibbon Wakefield, who envisaged the creation of a new-model English society in the southern hemisphere",Edward Gibbon Wakefield,Who formed the New Zealand Company?,1.1484934577605511e-79,0.18874643874643876,0.3,0.6705631,26,3.8587145198412376,-0.877110481262207,0.375,0.3355642096562819
32 unitary authorities designated as councils,32,How many council areas are there in Scotland?,1.2275407386121148e-233,0.0909090909090909,0.2857142857142857,0.21686901,31,1.7817974362806785,-0.8828626871109009,0.2857142857142857,0.40270209312438965
a vector field that describes the magnetic influence of electrical currents and magnetized materials,vector field that describes the magnetic influence of electrical currents and magnetized materials,What is a magnetic field?,0.925961078642316,0.9350389510876506,0.962962962962963,0.99310446,1,13.068996999737548,0.8116995096206665,1.0,0.8226699709892273
1896 with the opening of the first psychological clinic at the University of Pennsylvania,1896,When did psychology start being practiced?,4.117940420322104e-237,0.03937007874015748,0.13333333333333333,0.45676363,29,1.9033903060212392,-0.6384281516075134,0.16666666666666669,0.2418537097317832
"13 Bedford Square, London, in 1885, the eldest of three children, and only son of Halsey Ricardo, the architect, and his wife Catherine Jane, daughter of Sir Alexander Meadows Rendel, a civil engineer","13 Bedford Square, London",Where was Sir Harry Ricardo born?,0.0007465858083766799,0.1192513368983957,0.21621621621621626,0.6296261,34,4.899592973540157,-1.012906789779663,0.23529411764705882,0.2959951955911725
Feijoada (Portuguese pronunciation:),Feijoada,What is the national dish of Brazil?,1.2275407386121148e-233,0.0909090909090909,0.5,0.83531165,21,1.5874010519681994,-0.7208083868026733,0.5,0.40403569117188454
"the multi-disciplinary study of war The word derives from Ancient Greek  (pólemos, ""war"") + -logy",the multi-disciplinary study of war,What is polemology?,0.049787068367863944,0.24108108108108106,0.5454545454545454,0.5733664,21,5.646216173286167,-0.9074485301971436,0.5,0.5040008985996246
"Thomas Leo Clancy Jr (April 12, 1947– October 1, 2013)",Thomas Leo Clancy Jr,What is Tom Clancy's real name?,0.0820849986238988,0.3052884615384615,0.5714285714285715,0.87871635,22,4.573050519273263,-0.849175751209259,0.5714285714285715,0.3716716647148132
the Cambrian Period when diverse hard-shelled animals first appeared,covers 541 million years to the present,When did the Phanerozoic Eon begin?,8.416851712392762e-232,0.05681818181818182,0.11764705882352941,0.18059784,33,7.882181615229224,-1.3649848699569702,0.0,0.38621536393960315
21 August 1745 in Saint Petersburg Sophia had turned 16,21 August 1745,When were Peter III and Catherine the Great married?,1.184356142350827e-78,0.31660692951015534,0.4615384615384615,0.62794256,21,3.6692590185696075,-0.9580097198486328,0.4615384615384615,0.4872820466756821
185% of Pakistan's population,1.85%,What percentage of the Pakistani population is Hindu?,2.0732986305800918e-232,0.08928571428571427,0.0,0.38332182,37,2.0,-0.9423843622207642,0.4,0.49339098164013456
January 2010 in Japan and March 2010 in Western territories,January 2010 in Japan and March 2010 in Western territories,When was Resonance of Fate released?,1.0,0.9995,1.0,0.9999999,0,7.57858283255199,0.8925957083702087,1.0,0.9999999821186065
"1963 to 1964, and on BBC1 (later BBC One) from 1964 to 1989 and since 2005",2005,When did Doctor Who first air?,2.7746464297522072e-239,0.02906976744186046,0.11764705882352941,0.42516586,33,1.9152065613971474,-0.6927775144577026,0.11764705882352941,0.2229390359891113
450km (280mi) long,about 450km (280mi),How long is the border between Germany and France?,0.668740304976422,0.7937500000000002,0.6666666666666666,0.7581549,24,3.3019272488946263,0.534010112285614,0.6666666666666666,0.7171695572989327
"100 Mafiosi from the United States, Italy, and Cuba","100 Mafiosi from the United States, Italy, and Cuba",Who attended the The Apalachin meeting?,1.0,0.9996243425995492,1.0,1.0000001,0,9.000000000000002,0.9056001305580139,1.0,1.0000000183398907
following the Norman Conquest in 1066,1066,When did common law originate?,1.2275407386121148e-233,0.0909090909090909,0.2857142857142857,0.45930254,28,1.7817974362806785,-0.8914463520050049,0.33333333333333337,0.3157721779176167
unanswerableso far,1899,When did the Socialist Party in the US disband?,0.0,0.0,0.0,0.20419212,29,2.0,-1.3061635494232178,0.0,0.3583207627137502
6552mm Carcano Model 91/38 infantry rifle,6.5×52mm Carcano Model 91/38 infantry rifle,What gun was used in the assassination of JFK?,0.7598356856515925,0.8300000000000002,0.75,0.9590477,0,6.156147950296375,0.490558385848999,0.8333333333333334,0.7743298411369324
"franc (German: Franken, French and Romansh: franc, Italian: franco; sign: Fr or SFr; code: CHF)",franc,What currency is used in Switzerland?,2.5301500400812634e-242,0.02127659574468085,0.125,0.6890923,25,1.9096832078208332,-0.8574550151824951,0.125,0.27709919353947043
"1700 when Gottfried Leibniz initiated the ""Brandenburg Society of Science""",1700,When was the Berlin Observatory created?,3.042769277781409e-236,0.04587155963302752,0.18181818181818182,0.16754624,34,1.8660659830736148,-0.8869463205337524,0.19999999999999998,0.19486926921776362
"one year, making him the first son of a Japanese prime minister to become a prime minister himself",one year,How long was Takeo Fukuda prime minister of Japan?,3.0350728482059643e-158,0.1083815028901734,0.19999999999999998,0.31059638,34,2.9331779192211953,-0.9345107078552246,0.23529411764705882,0.37733862588280126
"steel alloy, with highest percentage contents of iron, chromium, and nickel","steel alloy, with highest percentage contents of iron, chromium, and nickel, with a minimum of 10.5% chromium content by mass and a maximum of 1.2% carbon by mass.[3][4]",What is stainless steel?,0.31531041553316014,0.6350054992056704,0.5116279069767442,0.9191209,16,22.40970279649524,0.024755537509918213,0.5945945945945945,0.8414384387433529
1 January 1956 Anglo-Egyptian Sudan became the independent Republic of the Sudan,01-Jan-56,When did Sudan become a republic?,0.0,0.0,0.0,0.18453369,30,2.0,-1.201733946800232,0.0,0.4725859612226486
resistance to localized plastic deformation induced by either mechanical indentation or abrasion,a measure of the resistance to localized plastic deformation induced by either mechanical indentation or abrasion,How is hardness determined?,0.722160038719837,0.9674619175627239,0.8571428571428571,0.958315,7,16.0,0.6256752610206604,0.923076923076923,0.7227478663126627
after the exile:,late 7th century BCE,When did the story of David and Goliath take place?,0.0,0.0,0.0,0.2815789,40,4.999999999999999,-1.092268943786621,0.0,0.5399878323078156
"Ewald Georg von Kleist of Pomerania, Germany",Ewald Georg von Kleist,Who developed the capacitor?,0.36787944117144233,0.522203947368421,0.7272727272727273,0.7724066,16,4.401420420561974,-0.4202272891998291,0.7272727272727273,0.7108878872611306
various regions of India after the independence of Pakistan,various regions of India,Where are the Muhajir originally from?,0.2865047968601901,0.3713235294117647,0.6153846153846153,0.6638311,18,4.417037722227594,-0.8431060910224915,0.6666666666666666,0.6829724775420295
"Leonardo He has a quick temper, uses profanity and verbally challenges his older brother Leonardo",Leonardo,Who was the oldest turtle in TMNT?,5.573026331357879e-238,0.034482758620689655,0.125,0.5915252,28,1.8234449771164336,-0.8371367454528809,0.13333333333333333,0.22686144866441427
